,Neighborhood,Bank Name,Bank Lat,Bank Long
78,Bradbury,Bank of America Financial Center,34.0533722,-118.2536673
79,Stevenson Ranch,Bank of America Financial Center,34.411309,-118.5786465
80,Stevenson Ranch,Wells Fargo,34.3880002,-118.5723392
81,Stevenson Ranch,Chase Bank,34.3918364,-118.572734
82,Porter Ranch,Citibank,34.2735389,-118.5555693
83,Agoura Hills,Wells Fargo Bank,34.1560875,-118.7571537
84,Agoura Hills,Union Bank,34.1546014,-118.7578941
85,Agoura Hills,Bank of America Financial Center,34.153094,-118.7580106
86,Agoura Hills,U.S. Bank Branch,34.153664,-118.7591815
87,Agoura Hills,Bank of America,34.1465709,-118.7723711
88,Agoura Hills,Chase Bank,34.153876,-118.757583
89,Agoura Hills,U.S. Bank Branch,34.1542105,-118.7958167
90,Agoura Hills,U.S. Bank Branch,34.1838717,-118.7879667
91,Agoura Hills,Chase Bank,34.1553173,-118.7948106
92,Agoura Hills,OneWest Bank,34.1544241,-118.7574755
93,Agoura Hills,Wells Fargo Bank,34.1537286,-118.7946428
94,Agoura Hills,Citibank,34.156517,-118.756529
95,Agoura Hills,U.S. Bank ATM - Agoura Hills - Vons,34.1537921,-118.7588842
96,Agoura Hills,Bank of America Financial Center,34.1561544,-118.7943643
97,Agoura Hills,Bank of America Financial Center,34.184249,-118.7868549
98,Agoura Hills,Bank of America,34.1462171,-118.7985003
99,Agoura Hills,Wells Fargo Bank,34.1824872,-118.7858909
100,Agoura Hills,Montecito Bank,34.1478479,-118.7667524
101,Agoura Hills,United Mizrahi Bank,34.1482994,-118.7623421
102,Agoura Hills,Pacific Capital Bankcorp,34.1475406,-118.7829711
103,Brentwood,U.S. Bank Branch,34.030494,-118.4773406
104,Hermosa Beach,Chase Bank,33.86281,-118.400441
105,Hermosa Beach,Opus Bank,33.8176847,-118.3870081
106,Hollywood Hills West,ATM Hanmi Bank,34.0730488,-118.3088428
107,Walnut,HSBC Bank,33.9753841,-117.8384677
108,Walnut,Wells Fargo Bank,33.9859317,-117.8718612
109,Walnut,Chase Bank,34.018692,-117.864744
110,Walnut,East West Bank,33.9863525,-117.8702119
111,Hasley Canyon,Citizens Business Bank,34.4404648,-118.597442
112,West Hills,Chase Bank,34.186882,-118.642461
113,West Hills,U.S. Bank ATM - Platt Avenue - Vons,34.1891511,-118.6414059
114,West Hills,Chase Bank,34.155972,-118.6439028
115,Cerritos,Bank of America Financial Center,33.846778,-118.0368597
116,Cerritos,Chase Bank,33.859049,-118.050074
117,Cerritos,Wells Fargo Bank,33.8611009,-118.0904956
118,Beverly Hills,Wells Fargo Bank,34.0693582,-118.4052211
119,Beverly Hills,Chase Bank,34.067301,-118.393829
120,Century City,Chase Bank,34.053506,-118.402692
121,North Whittier,Bank of America Financial Center,34.0712602,-118.4030055
122,North Whittier,Chase Bank,34.067338,-118.3997
123,North Whittier,Chase Bank,34.0672178,-118.4089525
124,North Whittier,Pacific Western Bank,34.0669077,-118.3946633
125,Castaic Canyons,Chase Bank,34.49753,-118.622468
126,Castaic Canyons,Chase Bank,34.44316,-118.574808
127,Castaic Canyons,U.S. Bank Branch,34.4425959,-118.5787232
128,Marina del Rey,Wells Fargo Bank,34.0173957,-118.4967032
129,Diamond Bar,Preferred Bank,33.9973824,-117.8138023
130,Diamond Bar,HSBC Bank,34.0270947,-117.8370709
131,Diamond Bar,U.S. Bank Branch,34.0008026,-117.8117058
132,Diamond Bar,East West Bank,34.0189997,-117.8089298
133,Diamond Bar,Wells Fargo Bank,34.0019965,-117.8101408
134,Diamond Bar,Chase Bank,34.019879,-117.8085315
135,Diamond Bar,Hanmi Bank,33.9986023,-117.8438122
136,Diamond Bar,California Bank & Trust,34.0004361,-117.8107636
137,Diamond Bar,East West Bank,34.0423472,-117.8507054
138,Diamond Bar,Royal Business Bank,33.9996614,-117.8099833
139,Diamond Bar,Wells Fargo Bank,34.0205437,-117.8645173
140,Diamond Bar,Citibank,34.000826,-117.809673
141,Diamond Bar,U.S. Bank ATM - Diamond Bar,34.0007948,-117.8117003
142,Diamond Bar,Chase Bank,34.002927,-117.80955
143,Diamond Bar,Cathay Bank,34.0015397,-117.8111236
144,Diamond Bar,Chase Bank,33.9939436,-117.7576138
145,Diamond Bar,ATM Cathay Bank,34.0014617,-117.8113492
146,Redondo Beach,U.S. Bank Branch,33.8532342,-118.3907051
147,Redondo Beach,Union Bank,33.8650187,-118.3934016
148,Redondo Beach,Bank of America Financial Center,33.861933,-118.4002106
149,Redondo Beach,U.S. Bank Branch,33.8083385,-118.3602111
150,Redondo Beach,Wells Fargo Bank,33.8380327,-118.3857268
151,Redondo Beach,Chase Bank,33.838539,-118.385177
152,Woodland Hills,Bank of America Financial Center,34.1699967,-118.6052722
153,Woodland Hills,Bank of America Financial Center,34.165401,-118.6240632
154,Woodland Hills,U.S. Bank Branch,34.1555593,-118.6423157
155,Woodland Hills,Chase Bank,34.168816,-118.606133
156,Woodland Hills,Citibank,34.168236,-118.606266
157,Woodland Hills,Chase Bank,34.1906953,-118.6062797
158,Claremont,Chase Bank,34.077643,-117.669758
159,Claremont,Chase Bank,34.088436,-117.689281
160,Claremont,U.S. Bank Branch,34.089018,-117.6901441
161,Claremont,Pacific Western Bank,34.1006713,-117.6706309
162,Claremont,Citizens Business Bank,34.103828,-117.66957
163,Santa Clarita,Union Bank,34.379049,-118.547364
164,Santa Clarita,Bank of the West,34.420638,-118.564037
165,Santa Clarita,Chase Bank,34.379286,-118.542746
166,Santa Clarita,Union Bank,34.4121213,-118.5585027
167,Santa Clarita,Bank of America Financial Center,34.4134261,-118.5537174
168,Santa Clarita,U.S. Bank Branch,34.3826468,-118.5742047
169,Santa Clarita,Pacific Western Bank,34.4234098,-118.5777135
170,Santa Clarita,Wells Fargo Bank,34.3785392,-118.5577536
171,Santa Clarita,Wells Fargo Bank,34.41942,-118.56022
172,Santa Clarita,Mission Valley Bank,34.4128248,-118.5040453
173,Santa Clarita,Everbank Financial Corporation,34.41073250000001,-118.5761291
174,Santa Clarita,Bank of Santa Clarita,34.4163681,-118.5523951
175,Santa Clarita,U.S. Bank branch - Stevenson Ranch - Ralphs,34.3822929,-118.5741285
176,Santa Clarita,Chase Bank,34.427345,-118.536636
177,Santa Clarita,Chase Bank,34.42145600000001,-118.563199
178,Santa Clarita,Chase Bank,34.412723,-118.554768
179,Santa Clarita,Chase Bank,34.4036138,-118.5519478
180,Santa Clarita,Wells Fargo Bank,34.4070103,-118.5783326
181,Santa Clarita,Bank of the Sierra,34.4156094,-118.5527653
182,Santa Clarita,Citibank,34.428569,-118.535683
183,Sierra Madre,Wells Fargo Bank,34.1511288,-118.0732656
184,Ramona,First Choice Bank,34.0786189,-118.1272862
185,Ramona,Wells Fargo Bank,34.0394559,-118.1439364
186,Ramona,Citibank,34.03634600000001,-118.192698
187,San Dimas,Opus Bank,34.112583,-117.7648721
188,San Dimas,Banking Equipment,34.1019689,-117.824382
189,San Dimas,"INSURANCE - Auto, Home, Life, Health, Bank",34.119482,-117.782162
190,Chatsworth,Union Bank,34.257528,-118.604654
191,Chatsworth,OneWest Bank,34.2574969,-118.5801264
192,Chatsworth,Chase Bank,34.2589684,-118.5795029
193,Chatsworth,Chase Bank,34.275419,-118.566512
194,Chatsworth,ATM (Union Bank),34.2573686,-118.6046569
195,Chatsworth,Citibank,34.25685199999999,-118.581061
196,Chatsworth,Wells Fargo Bank,34.2200919,-118.6065947
197,Chatsworth,Wells Fargo Bank,34.2558287,-118.5795875
198,Chatsworth,Wells Fargo Bank,34.2751448,-118.5645705
199,Chatsworth,Crestmark Bank,34.2212369,-118.571202
200,Chatsworth,Fleisher Family Trust,34.2388805,-118.6022525
201,Chatsworth,Calfed Bank,34.2569032,-118.5810738
202,Chatsworth,Chase Bank,34.2424806,-118.558294
203,Chatsworth,Bank of America Financial Center,34.2199164,-118.5717418
204,Chatsworth,Bank of America Financial Center,34.2751693,-118.565078
205,El Segundo,Bank of America Financial Center,33.9287604,-118.3969471
206,El Segundo,Chase Bank,33.905471,-118.395607
207,El Segundo,Chase Bank,33.918659,-118.415207
208,El Segundo,Citibank,33.8960144,-118.3956519
209,El Segundo,U.S. Bank ATM - Manhattan Beach,33.8993386,-118.3956905
210,Granada Hills,Chase Bank,34.264631,-118.523686
211,Granada Hills,Citibank,34.257227,-118.4982005
212,La Mirada,Bank of Hope,33.884714,-117.997505
213,La Mirada,CBB Bank,33.8726159,-117.9986248
214,La Mirada,Wells Fargo,33.8797975,-117.9622972
215,La Verne,Bank of America Financial Center,34.1179454,-117.7773754
216,La Verne,U.S. Bank Branch,34.1144794,-117.7674354
217,La Verne,Chase Bank,34.112657,-117.766743
218,La Verne,Chase Bank,34.107464,-117.748223
219,La Verne,Pacific Western Bank,34.1075709,-117.7181428
220,La Verne,U.S. Bank ATM - San Dimas - Albertsons,34.1059531,-117.8037043
221,La Verne,U.S. Bank ATM - La Verne,34.1145031,-117.7674159
222,La Verne,Wells Fargo Bank,34.1171252,-117.7751863
223,La Verne,U.S. Bank Branch,34.1075254,-117.7197115
224,La Verne,Chase Bank,34.1073197,-117.7292977
225,La Crescenta-Montrose,Union Bank,34.2001664,-118.1885429
226,La Crescenta-Montrose,U.S. Bank Branch,34.2307839,-118.2488867
227,La Crescenta-Montrose,U.S. Bank Branch,34.2229311,-118.2359936
228,La Crescenta-Montrose,Bank of Hope,34.229989,-118.248903
229,La Crescenta-Montrose,Chase Bank,34.205485,-118.228815
230,La Crescenta-Montrose,Chase Bank,34.227008,-118.244046
231,La Crescenta-Montrose,Wells Fargo Bank,34.2294,-118.249
232,La Crescenta-Montrose,Citibank,34.222061,-118.235443
233,La Crescenta-Montrose,U.S. Bank ATM - La Crescenta,34.2229863,-118.2360558
234,La Crescenta-Montrose,Chase Bank,34.202682,-118.195562
235,La Crescenta-Montrose,Wells Fargo Bank,34.2066971,-118.2320336
236,La Crescenta-Montrose,Wells Fargo Bank,34.2006273,-118.1910253
237,La Crescenta-Montrose,Citizens Business Bank,34.203238,-118.1979439
238,La Crescenta-Montrose,Citibank,34.201995,-118.195552
239,Glendora,Bank of America Financial Center,34.1070331,-117.8473066
240,Glendora,Chase Bank,34.128815,-117.828724
241,Vernon,First Foundation Bank,34.048012,-118.258888
242,Vernon,Pacific Commerce Bank,34.0470806,-118.2423423
243,Vernon,BBVA Compass Loan Production Office,34.0478376,-118.2618186
244,View Park-Windsor Hills,OneWest Bank,33.9574001,-118.3960058
245,Hacienda Heights,Industrial and Commercial Bank of China (USA) NA,33.990479,-117.933801
246,Hacienda Heights,American Plus Bank,33.9902081,-117.9239606
247,Lakewood,U.S. Bank Branch,33.8350202,-118.1155705
248,Lakewood,Chase Bank,33.847597,-118.143148
249,Lakewood,Bank of America Financial Center,33.8113452,-118.1081031
250,Lakewood,Hanmi Bank,33.8728073,-118.0825797
251,Encino,OneWest Bank,34.1700118,-118.5383579
252,Encino,Pacific Western Bank,34.155777,-118.4773595
253,Encino,Citibank,34.158221,-118.494764
254,Encino,U.S. Bank ATM Ventura Boulevard,34.1605512,-118.5094988
255,Quartz Hill,Wells Fargo Bank,34.6031969,-118.1844914
256,Quartz Hill,California Bank & Trust,34.6463836,-118.2182505
257,Westchester,Citibank,33.957019,-118.395785
258,Westchester,Chase Bank,33.980316,-118.44008
259,Torrance,U.S. Bank Branch,33.825957,-118.3509888
260,Torrance,East West Bank,33.8091392,-118.3516478
261,Torrance,Chase Bank,33.831768,-118.352232
262,Mission Hills,Chase Bank,34.2556206,-118.5027122
263,Studio City,Wells Fargo Bank,34.1433016,-118.400107
264,Studio City,Wells Fargo Bank,34.1400629,-118.3686116
265,Studio City,Wells Fargo Bank,34.1449623,-118.4140429
266,Studio City,Citibank,34.143636,-118.39821
267,East Pasadena,Bank of the West,34.145722,-118.098406
268,Tarzana,Chase Bank,34.171109,-118.540948
269,Tarzana,Citibank,34.172927,-118.553148
270,Tarzana,CapitalSource Bank - Tarzana,34.1720717,-118.5594635
271,Tarzana,Chase Bank,34.160568,-118.505916
272,Tarzana,Chase Bank,34.187709,-118.55409
273,Tarzana,Wells Fargo Bank,34.1719381,-118.5431913
274,Tarzana,Wells Fargo Bank,34.1599392,-118.5084374
275,Tarzana,Chase Bank,34.171084,-118.570019
276,Tarzana,Wells Fargo Bank,34.1720046,-118.5661671
277,Tarzana,Wells Fargo Bank,34.1667273,-118.5932681
278,Toluca Lake,Chase Bank,34.151987,-118.349891
279,Toluca Lake,U.S. Bank ATM - Burbank Pavilions,34.1613848,-118.3138114
280,Rowland Heights,Wells Fargo Bank,33.9397485,-117.9502045
281,Rowland Heights,U.S. Bank Branch,33.9324305,-117.8978492
282,Rancho Dominguez,Wells Fargo Bank,33.8413901,-118.184364
283,Rancho Dominguez,Farmers & Merchants Bank,33.8401498,-118.1828233
284,Carthay,Chase Bank,34.063172,-118.366198
285,Culver City,Wells Fargo Bank,34.0213329,-118.3989608
286,Culver City,Wells Fargo Bank,34.0194548,-118.4213122
287,Culver City,Pacific Western Bank,34.0393112,-118.4385792
288,Carson,Chase Bank,33.872582,-118.296432
289,Valinda,Universal Bank,34.0186352,-117.8894304
290,Valinda,Wells Fargo Bank,34.034836,-117.9117382
291,East La Mirada,Wells Fargo Bank,33.89813609999999,-118.0095757
292,East La Mirada,Bank of America Financial Center,33.9187026,-118.0127603
293,East La Mirada,Union Bank,33.9390752,-117.9675109
294,East La Mirada,U.S. Bank Branch,33.93845750000001,-117.9664436
295,East La Mirada,Bank of the West,33.9165695,-117.9679848
296,East La Mirada,Bank of Hope,33.884872,-117.994718
297,East La Mirada,Chase Bank,33.9175206,-118.0122016
298,East La Mirada,Hanmi Bank,33.8842005,-117.9963759
299,East La Mirada,U.S. Bank Branch,33.8815911,-117.997245
300,East La Mirada,Saehan Bank,33.8952587,-117.9875992
301,East La Mirada,U.S. Bank ATM - La Habra - Albertsons,33.9385325,-117.9663613
302,East La Mirada,Banc of California,33.9175949,-117.9948001
303,East La Mirada,Chase Bank,33.898213,-118.008136
304,East La Mirada,Shinhan Bank America,33.8816035,-117.9961064
305,East La Mirada,Chase Bank,33.916976,-117.962086
306,Rancho Park,U.S. Bank Branch,34.0610319,-118.4173642
307,Rancho Park,Chase Bank,34.041941,-118.425315
308,Rancho Park,Chase Bank,34.043423,-118.431929
309,Rancho Park,Mechanics Bank,34.0672877,-118.3955709
310,Rancho Park,Bank of America Financial Center,34.0177229,-118.40804
311,Sherman Oaks,Wells Fargo Bank,34.1515761,-118.4511016
312,Sherman Oaks,U.S. Bank Branch,34.1511429,-118.4483971
313,Sherman Oaks,Chase Bank,34.149304,-118.436849
314,Sherman Oaks,Chase Bank,34.152869,-118.46196
315,Hollywood Hills,Pacific Premier Bank,34.0736283,-118.3612302
316,Hollywood Hills,Wells Fargo Bank,34.0755262,-118.36177
317,Hollywood Hills,Wells Fargo Bank,34.0934705,-118.3447534
318,Santa Monica,Bank of America Financial Center,34.0178281,-118.4962954
319,Santa Monica,Union Bank,34.0301149,-118.4980131
320,Santa Monica,OneWest Bank,34.0343042,-118.4924337
321,Santa Monica,Chase Bank,34.021446,-118.495889
322,Santa Monica,Pacific Western Bank,34.047425,-118.5263394
323,Santa Monica,Pacific Western Bank,34.0170113,-118.4942353
324,Santa Monica,Chase Bank,34.018695,-118.489917
325,Santa Monica,Chase Bank,34.017249,-118.495665
326,Santa Monica,Wells Fargo Bank,34.0347749,-118.4786493
327,Westwood,Comerica Bank,34.0583595,-118.4148332
328,Westwood,Comerica Bank,34.0621535,-118.4443599
329,Westwood,City National Bank,34.0594689,-118.413944
330,Playa Vista,Chase Bank,33.960017,-118.418485
331,Playa Vista,Chase Bank,34.00740800000001,-118.412519
332,Duarte,Wells Fargo Bank,34.1397411,-118.0209035
333,Duarte,Wells Fargo Bank,34.1517326,-118.0245554
334,Duarte,Citizens Business Bank,34.1401473,-118.0005591
335,Duarte,Chase Bank,34.139818,-118.028673
336,Duarte,Chase Bank,34.139283,-117.983941
337,Charter Oak,Bank of America Financial Center,34.1070067,-117.8082226
338,Charter Oak,Bank of the West,34.1131369,-117.8284625
339,Charter Oak,Wells Fargo Bank,34.1070254,-117.8255283
340,Charter Oak,Chase Bank,34.0724953,-117.8303285
341,Charter Oak,Chase Bank,34.1070521,-117.8270116
342,Charter Oak,Citizens Business Bank,34.0864649,-117.870832
343,Charter Oak,Wells Fargo Bank,34.1279066,-117.8293294
344,Charter Oak,U.S. Bank Branch,34.1069302,-117.805177
345,Charter Oak,Citibank,34.106929,-117.857082
346,Val Verde,Bank of America Financial Center,34.4572493,-118.6180464
347,Northridge,Union Bank,34.2759407,-118.5686726
348,Northridge,Wells Fargo Bank,34.2651824,-118.5251718
349,Northridge,Bank of America Financial Center,34.256193,-118.535344
350,Northridge,U.S. Bank Branch,34.2762307,-118.5636737
351,Northridge,Bank of the West,34.256734,-118.580139
352,Northridge,Chase Bank,34.235208,-118.536511
353,Northridge,Chase Bank,34.257757,-118.538642
354,Venice,U.S. Bank,34.0152542,-118.4970844
355,Venice,First Republic Bank,34.0198865,-118.4976662
356,Venice,OneWest Bank,34.0198121,-118.4985971
357,Venice,Union Bank,34.0171686,-118.4947622
358,Venice,OneWest Bank,33.9997423,-118.4811028
359,Venice,Chase Bank,33.9924524,-118.4441767
360,Venice,Comerica Bank,34.0191669,-118.4979209
361,Mayflower Village,East West Bank,34.1240171,-118.0591759
362,Mayflower Village,OneWest Bank,34.1512704,-118.0313813
363,Eagle Rock,U.S. Bank Branch,34.1549884,-118.2448093
364,Eagle Rock,Citibank,34.137605,-118.214984
365,Eagle Rock,U.S. Bank ATM - North Glendale - Vons,34.1551122,-118.2449481
366,West Carson,Wells Fargo Bank,33.8418401,-118.284743
367,West Carson,Bank of America Financial Center,33.8462541,-118.2593124
368,West Carson,Chase Bank,33.844447,-118.263339
369,Citrus,Bank of America Financial Center,33.7163205,-116.2966676
370,Citrus,OneWest Bank Branch,33.67731920000001,-116.3034503
371,Citrus,Wells Fargo Bank,33.7153771,-116.293069
372,Citrus,Wells Fargo Bank,33.7081489,-116.2820864
373,Citrus,Union Bank,33.7078714,-116.2744746
374,Citrus,U.S. Bank Branch,33.6785164,-116.2956528
375,Citrus,Chase Bank,33.711944,-116.292139
376,Citrus,U.S. Bank Branch,33.7154658,-116.2968521
377,Citrus,Provident Bank,33.7125812,-116.291282
378,Citrus,California Bank & Trust,33.7077544,-116.2650683
379,Citrus,U.S. Bank Branch,33.6866324,-116.2677002
380,Citrus,Wells Fargo Bank,33.7139444,-116.2334505
381,Citrus,Rabobank,33.7082744,-116.2479435
382,Citrus,Rabobank,33.6761444,-116.3033776
383,Citrus,Rabo Bank,33.7129988,-116.2372369
384,Citrus,BBVA Compass,33.7076881,-116.2509861
385,Citrus,U.S. Bank ATM - Indio - Ralphs,33.686495,-116.2674054
386,Citrus,U.S. Bank ATM - La Quinta,33.7153417,-116.2969413
387,Citrus,Bank of Southern California,33.7072253,-116.2942284
388,Citrus,U.S. Bank Branch,33.7150869,-116.2335387
389,Industry,Banc of California,33.9802299,-117.9751959
390,Del Aire,Union Bank,33.8851546,-118.4083171
391,Del Aire,Pacific Premier Bank,33.8873306,-118.4111986
392,Covina,Cathay Bank,34.0701555,-117.8884011
393,Covina,Chase Bank,34.074966,-117.886661
394,Covina,Citibank,34.087616,-117.889887
395,Covina,Sunwest Bank,34.0714835,-117.9235304
396,Signal Hill,Farmers & Merchants Bank,33.7615039,-118.1373705
397,Signal Hill,U.S. Bank Branch,33.8308012,-118.1651119
398,Signal Hill,First Bank,33.8315383,-118.1847798
399,Signal Hill,First Bank,33.7669888,-118.1171456
400,Signal Hill,OneWest Bank,33.77511,-118.1510556
401,Signal Hill,Wells Fargo Bank,33.7946404,-118.1246862
402,Signal Hill,Farmers & Merchants Bank,33.7993458,-118.1249318
403,Signal Hill,U.S. Bank Branch,33.79039640000001,-118.1373104
404,Vincent,OneWest Bank,34.13993540000001,-117.9735239
405,Vincent,OneWest Bank,34.0741673,-117.8816342
406,Vincent,Wells Fargo Bank,34.086551,-117.8886023
407,Temple City,Wells Fargo Bank,34.1073669,-118.0228546
408,Fairfax,Chase Bank,34.079668,-118.344352
409,Fairfax,Chase Bank,34.070276,-118.353983
410,Fairfax,Chase Bank,34.076523,-118.361139
411,Sylmar,Bank of America Financial Center,34.2710138,-118.501514
412,Sylmar,Chase Bank,34.273608,-118.501774
413,Arleta,Bank of America Financial Center,34.2222199,-118.4481979
414,South San Jose Hills,Royal Business Bank,33.9968907,-117.891059
415,South San Jose Hills,First General Bank,33.9858273,-117.8882591
416,South San Jose Hills,Bank of America Financial Center,34.0305366,-117.914007
417,South San Jose Hills,Bank of the West,33.987763,-117.889029
418,South San Jose Hills,Bank Of Hope,33.9872724,-117.8696996
419,South San Jose Hills,Bank of Hope,33.987314,-117.889601
420,South San Jose Hills,East West Bank,33.9967912,-117.8906382
421,South San Jose Hills,California Bank & Trust,34.010325,-117.858712
422,South San Jose Hills,First Bank,33.9951485,-117.8904642
423,Lake Balboa,U.S. Bank Branch,34.1605508,-118.5095338
424,Lake Balboa,East West Bank,34.1560351,-118.4781978
425,South San Gabriel,East West Bank,34.0326001,-118.1287014
426,West Puente Valley,Bank of America Financial Center,34.023954,-117.956298
427,West Puente Valley,Chase Bank,34.036514,-117.950391
428,South Whittier,Bank of Whittier,33.94855030000001,-118.0037879
429,South Whittier,Bank of America Financial Center,33.9401842,-118.0451841
430,South Whittier,Friendly Hills Bank,33.9427638,-117.9885821
431,South Whittier,Bank of America Financial Center,33.943854,-117.9928529
432,South Whittier,Wells Fargo Bank,33.9499984,-118.0071724
433,South Whittier,Pacific Western Bank,33.9469933,-117.9992363
434,South Whittier,Chase Bank,33.945097,-117.994465
435,Avocado Heights,OneWest Bank,34.0243856,-117.9567977
436,Avocado Heights,Chase ATM/Bank,34.0360098,-117.9510203
437,Avocado Heights,Provident Bank Mortgage,34.0200114,-117.9495083
438,Avocado Heights,Wells Fargo Bank,34.0619978,-118.0210747
439,Avocado Heights,Aob Banking,34.0057852,-117.9587883
440,Avocado Heights,Federal Investment Center,34.0376374,-117.9850446
441,Burbank,U.S. Bank Branch,34.1614062,-118.313449
442,Burbank,U.S. Bank Branch,34.166414,-118.3235015
443,Burbank,U.S. Bank Branch,34.1823194,-118.3104611
444,Burbank,U.S. Bank Branch,34.1731515,-118.3021752
445,Burbank,Wells Fargo Bank,34.18144100000001,-118.307649
446,Burbank,Chase Bank,34.1863544,-118.3156836
447,Burbank,Chase Bank,34.180189,-118.310118
448,Burbank,Comerica Bank,34.1880623,-118.3180549
449,Burbank,Wells Fargo Bank,34.1866306,-118.3160391
450,East San Gabriel,First General Bank,34.0803711,-118.0905253
451,East San Gabriel,American Plus Bank,34.142731,-118.134081
452,East San Gabriel,Bank of America Financial Center,34.1250125,-118.0546449
